"skola","predmet","obor","kraj","typ","konali","neuspeli","volba","prumer","odchylka"
"EKO Gymnázium a SOŠ Multimediálních studií. Jiřího náměstí 1/8 Poděbrady","Anglický jazyk","SOŠ umělecké","Středočeský","Ústní zkouška",20,0,"83.3","54.1","16.6"
"Konzervatoř. Plzeň. Kopeckého sady 10","Anglický jazyk","SOŠ umělecké","Plzeňský","Ústní zkouška",13,0,100,47,"18.4"
"Konzervatoř. Pardubice. Sukova třída 1260","Anglický jazyk","SOŠ umělecké","Pardubický","Ústní zkouška",18,0,100,"49.7","15.3"
"Vyšší odborná škola a Střední průmyslová škola. Šumperk. Gen. Krátkého 1","Anglický jazyk","SOŠ umělecké","Olomoucký","Ústní zkouška",97,0,"63.5","56.6","13.8"
"G.A.P.education. střední škola s.r.o.","Anglický jazyk","SOŠ umělecké","Praha","Ústní zkouška",7,0,100,"52.6","21.4"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Anglický jazyk","SOŠ zdravotnické","Karlovarský","Ústní zkouška",13,0,41,"52.9","17.3"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","SOŠ zdravotnické","Vysočina","Ústní zkouška",47,0,"97.9","54.9","12.3"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Anglický jazyk","SOU ostatní","Karlovarský","Ústní zkouška",11,0,"48.5","52.5","17.7"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Anglický jazyk","SOU ostatní","Karlovarský","Ústní zkouška",13,0,41,"52.9","17.3"
"Střední odborná škola technická a zahradnická. Lovosice. příspěvková organizace","Anglický jazyk","SOU technické","Ústecký","Ústní zkouška",7,0,50,"46.2","16.6"
"Střední odborné učiliště stavební. Opava. příspěvková organizace","Anglický jazyk","SOU technické","Moravskoslezský","Ústní zkouška",3,0,"38.5","51.7","6.5"
"Střední odborná škola stavební a Střední odborné učiliště stavební. Kolín II. Pražská 112","Anglický jazyk","SOU technické","Středočeský","Ústní zkouška",21,0,"47.6","49.7","18.6"
"Střední odborná škola elektrotechnická. Centrum odborné přípravy. Hluboká nad Vltavou. Zvolenovská 537","Anglický jazyk","SOU technické","Jihočeský","Ústní zkouška",25,0,"38.7","55.6","14.5"
"Gymnázium. Praha 4. Budějovická 680","Anglický jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",15,0,20,"56.4","15.3"
"Gymnázium. Praha 10. Voděradská 2","Anglický jazyk","Gymnázium 4 leté","Praha","Ústní zkouška",45,0,"40.7","51.3",20
"Gymnázium a Střední odborná škola pedagogická. Čáslav. Masarykova 248","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",71,0,"74.5",52,"16.9"
"Gymnázium J. A. Komenského. Nové Strašecí. Komenského nám. 209","Anglický jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",36,0,74,"51.5","16.1"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 4 leté","Jihočeský","Ústní zkouška",49,0,"53.8",55,"14.7"
"Gymnázium a obchodní akademie Mariánské Lázně","Anglický jazyk","Gymnázium 4 leté","Karlovarský","Ústní zkouška",45,0,"67.2","54.6","14.3"
"Lepařovo gymnázium. Jičín. Jiráskova 30","Anglický jazyk","Gymnázium 4 leté","Královéhradecký","Ústní zkouška",19,0,"31.7","58.8","14.4"
"Gymnázium Hády. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Jihomoravský","Ústní zkouška",18,0,"93.5","52.7","15.2"
"Gymnázium Dr. Josefa Pekaře. Mladá Boleslav. Palackého 211","Německý jazyk","Gymnázium 4 leté","Středočeský","Ústní zkouška",5,0,"4.3","74.7","8.4"
"Gymnázium a Hudební škola hlavního města Prahy. základní umělecká škola","Německý jazyk","Gymnázium 8 leté","Praha","Ústní zkouška",5,0,"17.2","68.3","5.4"
"Střední škola technická. Opava. Kolofíkovo nábřeží 51. příspěvková organizace","Ruský jazyk","SOU ostatní (nástavby)","Moravskoslezský","Ústní zkouška",5,0,"12.5","51.2","15.1"
"Vyšší odborná škola stavební a Střední průmyslová škola stavební arch. Jana Letzela. Náchod. Pražská 931","Anglický jazyk","SOŠ technické 1","Královéhradecký","Ústní zkouška",22,1,"95.7","50.4",19
"Obchodní akademie Neveklov","Anglický jazyk","Lyceum","Středočeský","Ústní zkouška",18,0,80,55,"14.7"
"Obchodní akademie Neveklov","Anglický jazyk","SOŠ ekonomické","Středočeský","Ústní zkouška",18,0,80,55,"14.7"
"Obchodní akademie Neveklov","Anglický jazyk","SOŠ hotelové a podnikatelské","Středočeský","Ústní zkouška",18,0,80,55,"14.7"
"Konzervatoř Evangelické akademie","Anglický jazyk","SOŠ umělecké","Olomoucký","Ústní zkouška",8,0,100,"53.7","19.3"
"Gymnázium Brno-Řečkovice. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Jihomoravský","Ústní zkouška",4,0,"6.6","68.4","8.8"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Liberecký","Didaktický test",73,5,,"74.7","15.9"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Liberecký","Didaktický test",73,5,,"74.7","15.9"
"Purkyňovo gymnázium. Strážnice. Masarykova 379. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Didaktický test",59,1,,77,"12.9"
"Purkyňovo gymnázium. Strážnice. Masarykova 379. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Jihomoravský","Didaktický test",59,1,,77,"12.9"
"Gymnázium. Šternberk. Horní náměstí 5","Český jazyk a literatura","Gymnázium 8 leté","Olomoucký","Didaktický test",61,1,,"77.2","11.9"
"Gymnázium. Šternberk. Horní náměstí 5","Český jazyk a literatura","Gymnázium 4 leté","Olomoucký","Didaktický test",61,1,,"77.2","11.9"
"Biskupské gymnázium Bohuslava Balbína a Základní škola a mateřská škola Jana Pavla II. Hradec Králové","Český jazyk a literatura","Gymnázium 8 leté","Královéhradecký","Didaktický test",76,1,,"77.6","12.7"
"Biskupské gymnázium Bohuslava Balbína a Základní škola a mateřská škola Jana Pavla II. Hradec Králové","Český jazyk a literatura","Gymnázium 4 leté","Královéhradecký","Didaktický test",76,1,,"77.6","12.7"
"Gymnázium Františka Palackého Valašské Meziříčí","Český jazyk a literatura","Gymnázium 6 leté","Zlínský","Didaktický test",81,1,,76,"13.1"
"Gymnázium Františka Palackého Valašské Meziříčí","Český jazyk a literatura","Gymnázium 4 leté","Zlínský","Didaktický test",81,1,,76,"13.1"
"Gymnázium Boskovice. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Didaktický test",89,1,,"78.2","11.9"
"Gymnázium Boskovice. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Jihomoravský","Didaktický test",89,1,,"78.2","11.9"
"Gymnázium Jiřího z Poděbrad. Poděbrady. Studentská 166","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Didaktický test",93,1,,"77.3","12.6"
"Gymnázium Jiřího z Poděbrad. Poděbrady. Studentská 166","Český jazyk a literatura","Gymnázium 4 leté","Středočeský","Didaktický test",93,1,,"77.3","12.6"
"Klasické a španělské gymnázium Brno-Bystrc. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Jihomoravský","Didaktický test",105,1,,78,12
"Klasické a španělské gymnázium Brno-Bystrc. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Didaktický test",105,1,,78,12
"Klasické a španělské gymnázium Brno-Bystrc. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Jihomoravský","Didaktický test",105,1,,78,12
"Gymnázium. Praha 6. Arabská 14","Český jazyk a literatura","Gymnázium 4 leté","Praha","Didaktický test",127,1,,"78.2","10.7"
"Gymnázium. Praha 10. Voděradská 2","Český jazyk a literatura","Gymnázium 6 leté","Praha","Didaktický test",112,0,,78,"12.6"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 6 leté","Jihočeský","Didaktický test",115,0,,79,"11.2"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Český jazyk a literatura","Gymnázium 6 leté","Plzeňský","Didaktický test",71,0,,"81.1","10.6"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Liberecký","Didaktický test",104,0,,"78.9","10.5"
"Gymnázium Petra Bezruče. Frýdek-Místek. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Moravskoslezský","Didaktický test",75,0,,"76.8","13.8"
"Gymnázium. Olomouc - Hejčín. Tomkova 45","Český jazyk a literatura","Gymnázium 6 leté","Olomoucký","Didaktický test",168,0,,"79.3","10.2"
"Gymnázium Elišky Krásnohorské. Praha 4 - Michle. Ohradní 55","Český jazyk a literatura","Gymnázium 8 leté","Praha","Didaktický test",86,0,,"78.2","11.2"
"Gymnázium ALTIS s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Praha","Didaktický test",23,0,,79,"12.9"
"Soukromé gymnázium ARCUS PRAHA 9. s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Praha","Didaktický test",14,0,,"80.3","10.5"
"Gymnázium. Praha 10. Voděradská 2","Český jazyk a literatura","Gymnázium 8 leté","Praha","Didaktický test",112,0,,78,"12.6"
"Gymnázium Václava Beneše Třebízského. Slaný. Smetanovo nám. 1310","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Didaktický test",47,0,,"78.7","10.9"
"Gymnázium. Kladno. nám.Edvarda Beneše 1573","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Didaktický test",117,0,,"80.4",11
"Gymnázium Františka Palackého. Neratovice. Masarykova 450","Český jazyk a literatura","Gymnázium 8 leté","Středočeský","Didaktický test",45,0,,"76.2","12.8"
"Gymnázium. Týn nad Vltavou. Havlíčkova 13","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Didaktický test",29,0,,"78.5","11.3"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Didaktický test",76,0,,"80.7","10.5"
"Gymnázium. Strakonice. Máchova 174","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Didaktický test",102,0,,"78.8","10.9"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Didaktický test",115,0,,79,"11.2"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Český jazyk a literatura","Gymnázium 8 leté","Plzeňský","Didaktický test",71,0,,"81.1","10.6"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 8 leté","Karlovarský","Didaktický test",63,0,,"80.4","10.4"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 8 leté","Karlovarský","Didaktický test",92,0,,"78.3","12.1"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Liberecký","Didaktický test",104,0,,"78.9","10.5"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Liberecký","Didaktický test",142,0,,"78.6","12.7"
"Gymnázium K. V. Raise. Hlinsko. Adámkova 55","Český jazyk a literatura","Gymnázium 8 leté","Pardubický","Didaktický test",46,0,,"79.7","9.8"
"Jiráskovo gymnázium. Náchod. Řezníčkova 451","Český jazyk a literatura","Gymnázium 8 leté","Královéhradecký","Didaktický test",110,0,,"79.7","10.1"
"Gymnázium. Ústí nad Orlicí. T. G. Masaryka 106","Český jazyk a literatura","Gymnázium 8 leté","Pardubický","Didaktický test",58,0,,"79.2","10.9"
"Letohradské soukromé gymnázium o.p.s.","Český jazyk a literatura","Gymnázium 8 leté","Pardubický","Didaktický test",20,0,,"78.5","13.6"
"Biskupské gymnázium Brno a mateřská škola","Český jazyk a literatura","Gymnázium 8 leté","Jihomoravský","Didaktický test",136,0,,"80.5","9.8"
"Gymnázium Třebíč","Český jazyk a literatura","Gymnázium 8 leté","Vysočina","Didaktický test",105,0,,"80.3","10.9"
"Gymnázium. Olomouc - Hejčín. Tomkova 45","Český jazyk a literatura","Gymnázium 8 leté","Olomoucký","Didaktický test",168,0,,"79.3","10.2"
"Gymnázium. Ostrava - Zábřeh. Volgogradská 6a. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Moravskoslezský","Didaktický test",46,0,,"80.5",10
"Gymnázium Jakuba Škody. Přerov. Komenského 29","Český jazyk a literatura","Gymnázium 8 leté","Olomoucký","Didaktický test",102,0,,"78.5","11.6"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Lyceum","Liberecký","Didaktický test",142,0,,"78.6","12.7"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","SOŠ pedagogické a humanitní","Liberecký","Didaktický test",142,0,,"78.6","12.7"
"Gymnázium Václava Beneše Třebízského. Slaný. Smetanovo nám. 1310","Matematika","Gymnázium 4 leté","Středočeský","Didaktický test",15,0,"31.9","75.2","17.8"
"Gymnázium Opatov. Praha 4. Konstantinova 1500","Matematika","Gymnázium 4 leté","Praha","Didaktický test",17,0,"23.3","75.8","20.9"
"Gymnázium Joachima Barranda. Beroun. Talichova 824","Matematika","Gymnázium 4 leté","Středočeský","Didaktický test",26,0,"28.3","79.9","13.8"
"Gymnázium K. V. Raise. Hlinsko. Adámkova 55","Český jazyk a literatura","Gymnázium 4 leté","Pardubický","Didaktický test",46,0,,"79.7","9.8"
"Gymnázium Václava Beneše Třebízského. Slaný. Smetanovo nám. 1310","Český jazyk a literatura","Gymnázium 4 leté","Středočeský","Didaktický test",47,0,,"78.7","10.9"
"Gymnázium. Ústí nad Orlicí. T. G. Masaryka 106","Český jazyk a literatura","Gymnázium 4 leté","Pardubický","Didaktický test",58,0,,"79.2","10.9"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 4 leté","Karlovarský","Didaktický test",63,0,,"80.4","10.4"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Český jazyk a literatura","Gymnázium 4 leté","Plzeňský","Didaktický test",71,0,,"81.1","10.6"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 4 leté","Jihočeský","Didaktický test",76,0,,"80.7","10.5"
"Akademické gymnázium. škola hlavního města Prahy. Praha 1. Štěpánská 22","Český jazyk a literatura","Gymnázium 4 leté","Praha","Didaktický test",80,0,,"78.7","11.6"
"Gymnázium Elišky Krásnohorské. Praha 4 - Michle. Ohradní 55","Český jazyk a literatura","Gymnázium 4 leté","Praha","Didaktický test",86,0,,"78.2","11.2"
"Gymnázium. Pardubice. Mozartova 449","Český jazyk a literatura","Gymnázium 4 leté","Pardubický","Didaktický test",86,0,,"76.2","11.5"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 4 leté","Karlovarský","Didaktický test",92,0,,"78.3","12.1"
"Gymnázium. Strakonice. Máchova 174","Český jazyk a literatura","Gymnázium 4 leté","Jihočeský","Didaktický test",102,0,,"78.8","10.9"
"Gymnázium Jakuba Škody. Přerov. Komenského 29","Český jazyk a literatura","Gymnázium 4 leté","Olomoucký","Didaktický test",102,0,,"78.5","11.6"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Liberecký","Didaktický test",104,0,,"78.9","10.5"
"Gymnázium Třebíč","Český jazyk a literatura","Gymnázium 4 leté","Vysočina","Didaktický test",105,0,,"80.3","10.9"
"Jiráskovo gymnázium. Náchod. Řezníčkova 451","Český jazyk a literatura","Gymnázium 4 leté","Královéhradecký","Didaktický test",110,0,,"79.7","10.1"
"Gymnázium. Praha 10. Voděradská 2","Český jazyk a literatura","Gymnázium 4 leté","Praha","Didaktický test",112,0,,78,"12.6"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 4 leté","Jihočeský","Didaktický test",115,0,,79,"11.2"
"Gymnázium. Kladno. nám.Edvarda Beneše 1573","Český jazyk a literatura","Gymnázium 4 leté","Středočeský","Didaktický test",117,0,,"80.4",11
"Biskupské gymnázium Brno a mateřská škola","Český jazyk a literatura","Gymnázium 4 leté","Jihomoravský","Didaktický test",136,0,,"80.5","9.8"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Liberecký","Didaktický test",142,0,,"78.6","12.7"
"Gymnázium J. K. Tyla. Hradec Králové. Tylovo nábř. 682","Český jazyk a literatura","Gymnázium 4 leté","Královéhradecký","Didaktický test",143,0,,"80.6","10.5"
